dim0,dim1,tissue
-20.815287,3.2326102,Lung
80.91844,-43.01435,Lung
-1.605937,48.635147,Lung
-47.994247,53.856117,Head and Neck
-17.924591,-91.72804,Haematopoietic and Lymphoid
19.606749,-47.486748,Endometrium
-34.539257,20.508286,Lung
22.1809,-51.560387,Lung
-7.3605404,-96.95939,Haematopoietic and Lymphoid
148.09909,24.45593,Control_HEK293T
31.059961,-78.35786,Control_HEK293T
-17.187649,-19.754984,Prostate
19.196993,-78.58613,Lung
-19.98292,37.779243,Bladder
-32.761497,-17.494404,Central Nervous System
-61.643,28.385403,Placenta
-74.99502,41.491123,Lung
-4.4709077,45.533592,Breast
-14.521163,-27.166733,Skin
-2.7964487,-60.036724,Lung
-51.753128,40.877247,Prostate
-51.45167,-24.324251,Ovary
-9.636355,-90.05236,Haematopoietic and Lymphoid
-74.55616,38.171703,Lung
-69.16334,-14.807008,Peripheral Nervous System
143.01141,14.881192,Control_HEK293T
44.283016,-86.4395,Control_HEK293T
-11.065068,-106.90677,Haematopoietic and Lymphoid
-5.621505,-100.641815,Haematopoietic and Lymphoid
-75.073814,19.580866,Other tissue
-48.48396,2.9784863,Kidney
-78.72811,21.655563,Thyroid
-76.04365,45.691647,Head and Neck
-20.961344,3.1606824,Lung
80.905464,-43.037895,Lung
-1.7880139,48.559795,Lung
-48.017986,53.876404,Head and Neck
-17.78643,-91.51384,Haematopoietic and Lymphoid
19.626808,-47.550972,Endometrium
-34.561348,20.515379,Lung
22.060207,-51.580326,Lung
-7.3166537,-96.8689,Haematopoietic and Lymphoid
-66.500275,95.91697,Pancreas
154.74797,23.152027,Control_HEK293T
31.039593,-78.33791,Control_HEK293T
-22.862574,-16.13919,Kidney
-10.570774,-26.9449,Skin
73.56574,-22.01301,Lung
-10.410417,26.086134,Lung
3.5846994,-108.79322,Haematopoietic and Lymphoid
-7.9677453,-104.356,Haematopoietic and Lymphoid
2.3173563,-95.47498,Haematopoietic and Lymphoid
-68.1059,24.032703,Lung
-19.811775,-15.786457,Kidney
-21.29744,-6.1645217,Ovary
-39.197933,-88.9316,Haematopoietic and Lymphoid
-6.4305563,-29.391594,Soft Tissue
-20.92323,-19.5178,Lung
126.95178,19.040674,Control_HEK293T
54.03938,-78.89795,Control_HEK293T
-17.095121,42.535328,Lung
-7.0219245,14.779727,Central Nervous System
-17.671389,-12.9725275,Kidney
-25.958199,-18.08422,Kidney
-5.181771,-24.739325,Thyroid
-58.04614,66.516365,Head and Neck
-59.472538,70.42046,Head and Neck
10.373894,-114.09041,Haematopoietic and Lymphoid
-16.422104,27.243876,Lung
-12.546581,42.138367,Breast
-81.85289,47.468147,Lung
-34.786747,-14.308265,Kidney
73.31077,-33.1046,Lung
148.13885,15.203353,Control_HEK293T
64.499405,-71.106186,Control_HEK293T
-17.164185,-19.764437,Prostate
-11.290318,-107.66636,Haematopoietic and Lymphoid
19.641926,-78.8241,Lung
-19.919563,38.021664,Bladder
-5.099728,-100.13627,Haematopoietic and Lymphoid
-32.73783,-17.504032,Central Nervous System
-61.78395,28.88698,Placenta
-74.656334,18.823061,Other tissue
-47.496475,2.8701584,Kidney
-79.2712,21.010437,Thyroid
-74.9123,41.404076,Lung
-75.73953,46.76139,Head and Neck
-20.680717,3.916926,Lung
80.82336,-42.52704,Lung
-4.441551,45.555477,Breast
-1.1898568,49.2281,Lung
-33.06036,-10.090803,Ovary
-14.525827,-27.10797,Skin
-2.811319,-60.0298,Lung
-48.118656,54.518684,Head and Neck
-51.85617,41.00847,Prostate
-18.192844,-92.4009,Haematopoietic and Lymphoid
-51.38153,-24.331577,Ovary
19.38782,-46.788124,Endometrium
-9.90785,-90.11958,Haematopoietic and Lymphoid
-74.86124,37.96184,Lung
-34.2764,19.96767,Lung
22.94044,-51.410896,Lung
-6.753643,-97.28489,Haematopoietic and Lymphoid
-68.92085,-14.681248,Peripheral Nervous System
-66.52961,95.62125,Pancreas
136.38239,33.03454,Control_HEK293T
144.67297,30.711529,Control_HEK293T
29.053013,-70.73016,Control_HEK293T
43.176674,-64.24868,Control_HEK293T
-22.683172,-16.581322,Kidney
-39.100086,-88.773155,Haematopoietic and Lymphoid
-19.9024,-15.305738,Kidney
-6.6910276,-29.500141,Soft Tissue
73.95451,-21.749708,Lung
-10.526574,25.599678,Lung
-21.21571,-5.784157,Ovary
3.5607016,-109.11657,Haematopoietic and Lymphoid
-10.301081,-27.499887,Skin
-67.991585,23.704987,Lung
-20.445526,-19.921036,Lung
-8.146599,-104.767654,Haematopoietic and Lymphoid
2.2686236,-95.50264,Haematopoietic and Lymphoid
148.48392,36.163788,Control_HEK293T
158.34692,39.99758,Control_HEK293T
40.598797,-67.446724,Control_HEK293T
-17.117825,42.504055,Lung
-17.707579,-13.037707,Kidney
-59.496304,70.39376,Head and Neck
10.360231,-114.08634,Haematopoietic and Lymphoid
-58.0217,66.5157,Head and Neck
-12.630511,42.38671,Breast
73.69608,-33.235424,Lung
-81.7766,47.459816,Lung
-25.610268,-17.981306,Kidney
-16.449308,27.238781,Lung
-7.0423994,14.751838,Central Nervous System
-5.1831646,-24.606642,Thyroid
-34.733395,-14.444383,Kidney
151.37054,41.418243,Control_HEK293T
25.854887,-72.06579,Control_HEK293T
-16.837732,-19.31482,Prostate
19.207323,-78.57315,Lung
-19.64823,37.526585,Bladder
-32.74858,-17.903143,Central Nervous System
-61.351482,28.725521,Placenta
-74.68818,41.68235,Lung
-4.207535,45.244183,Breast
-33.16615,-10.484996,Ovary
-14.243015,-26.824724,Skin
-2.6977787,-60.435272,Lung
-51.71574,40.764915,Prostate
-51.22294,-24.613771,Ovary
-9.886721,-90.11987,Haematopoietic and Lymphoid
-74.898994,37.95043,Lung
-69.35464,-14.653214,Peripheral Nervous System
136.05772,43.68467,Control_HEK293T
57.94837,-74.33993,Control_HEK293T
-10.80732,-106.92185,Haematopoietic and Lymphoid
-23.09562,-16.242374,Kidney
-5.609457,-100.80367,Haematopoietic and Lymphoid
-10.860565,-26.91586,Skin
-3.5090177,-102.94138,Haematopoietic and Lymphoid
-49.387566,29.052082,Lung
-86.15469,25.961304,Central Nervous System
-26.102758,39.004646,Lung
73.39718,-21.992273,Lung
-75.21784,19.480785,Other tissue
-10.534847,26.247099,Lung
-7.9039183,-107.81864,Haematopoietic and Lymphoid
-4.300623,-105.77426,Haematopoietic and Lymphoid
3.5722902,-108.54396,Haematopoietic and Lymphoid
-48.329033,2.9243643,Kidney
-7.553404,-104.37105,Haematopoietic and Lymphoid
-46.874985,36.849747,Lung
3.0916605,-95.818146,Haematopoietic and Lymphoid
-78.76615,21.69934,Thyroid
-68.330475,24.043798,Lung
-76.108185,45.91084,Head and Neck
-19.668505,-15.840774,Kidney
-20.660316,3.0949073,Lung
-1.292243,67.6588,Large Intestine
81.128746,-42.941784,Lung
-1.6004853,48.6224,Lung
-20.734865,23.759323,Lung
-47.71138,53.881992,Head and Neck
-41.11809,58.993538,Esophagus
-12.048601,31.9211,Stomach
-17.919302,-91.69214,Haematopoietic and Lymphoid
-21.01287,-6.350712,Ovary
-39.52014,-88.90088,Haematopoietic and Lymphoid
19.656408,-47.560013,Endometrium
-83.21137,19.254322,Lung
-34.389458,20.715673,Lung
-6.358883,-29.060133,Soft Tissue
22.122402,-51.597977,Lung
-81.53825,44.35858,Bladder
-21.146107,-19.54875,Lung
-7.4121847,-96.96763,Haematopoietic and Lymphoid
86.227005,-43.94992,Lung
57.006954,-83.28126,Control_HEK293T
27.098917,-68.24366,Control_HEK293T
127.64976,33.98096,Control_HEK293T
157.65367,16.87511,Control_HEK293T
155.59863,33.41131,Control_HEK293T
38.820526,-79.65867,Control_HEK293T
-16.703796,42.53303,Lung
-10.965316,-106.952484,Haematopoietic and Lymphoid
-7.124821,15.068996,Central Nervous System
-17.11928,-12.807634,Kidney
-5.593872,-100.69663,Haematopoietic and Lymphoid
-25.990448,-18.538013,Kidney
-75.107574,19.43812,Other tissue
-5.5162115,-24.886965,Thyroid
-48.28519,2.922751,Kidney
-58.585102,66.497856,Head and Neck
-59.52605,70.84259,Head and Neck
10.645877,-114.51206,Haematopoietic and Lymphoid
-78.82767,21.64692,Thyroid
-16.116,26.887535,Lung
-76.10184,45.91712,Head and Neck
-20.81162,3.217555,Lung
80.949196,-43.0705,Lung
-1.6090037,48.635654,Lung
-11.9698105,41.91679,Breast
-17.917591,-91.720116,Haematopoietic and Lymphoid
19.619999,-47.51454,Endometrium
-82.073235,47.980885,Lung
-34.542717,20.509605,Lung
22.16633,-51.572575,Lung
-34.689846,-13.679748,Kidney
-7.3968787,-96.95333,Haematopoietic and Lymphoid
73.63989,-32.52396,Lung
-36.44584,75.56757,Ovary
143.12749,14.3988,Control_HEK293T
148.62544,19.939402,Control_HEK293T
48.912697,-73.94832,Control_HEK293T
38.77108,-79.63941,Control_HEK293T
-17.13223,-19.865007,Prostate
19.125383,-78.53963,Lung
-22.858782,-16.088383,Kidney
-22.749542,-15.946632,Kidney
-20.169989,37.656677,Bladder
-10.601568,-26.887775,Skin
-10.616543,-26.898647,Skin
-32.394688,-17.366272,Central Nervous System
-61.351597,29.124435,Placenta
73.58001,-22.035774,Lung
73.511986,-22.206348,Lung
-10.37492,26.113897,Lung
-10.319256,26.187931,Lung
3.5395594,-108.80161,Haematopoietic and Lymphoid
4.009503,-108.79674,Haematopoietic and Lymphoid
-7.993101,-104.32723,Haematopoietic and Lymphoid
-7.9868336,-104.30589,Haematopoietic and Lymphoid
2.2573848,-95.14117,Haematopoietic and Lymphoid
2.319292,-95.47129,Haematopoietic and Lymphoid
-74.65682,41.07456,Lung
-68.11926,24.03699,Lung
-67.80056,24.307676,Lung
-19.780962,-15.737945,Kidney
-19.860182,-16.139423,Kidney
-4.6713715,45.578583,Breast
-33.417427,-10.474769,Ovary
-14.317646,-27.49993,Skin
-2.670881,-59.94442,Lung
-51.315956,40.877327,Prostate
-51.85685,-24.440884,Ovary
-21.235918,-6.179641,Ovary
-21.446255,-6.2403436,Ovary
-39.21653,-88.89371,Haematopoietic and Lymphoid
-9.748952,-90.666374,Haematopoietic and Lymphoid
-74.58127,37.313286,Lung
-6.405973,-29.38536,Soft Tissue
-6.203093,-29.582342,Soft Tissue
-20.933817,-19.523218,Lung
-20.944645,-19.361029,Lung
-69.169266,-14.787723,Peripheral Nervous System
85.38693,-43.295216,Lung
141.95125,36.45665,Control_HEK293T
154.87772,40.274845,Control_HEK293T
137.46918,14.349123,Control_HEK293T
28.47347,-75.2085,Control_HEK293T
32.502,-75.44877,Control_HEK293T
52.67383,-76.204666,Control_HEK293T
-7.072553,14.738884,Central Nervous System
-22.87417,-16.13859,Kidney
-17.677212,-12.805148,Kidney
-10.616455,-26.937023,Skin
-26.02012,-17.981224,Kidney
73.55736,-22.036888,Lung
-10.384223,26.115011,Lung
3.5756533,-108.80161,Haematopoietic and Lymphoid
-5.1640644,-24.677858,Thyroid
-57.991364,66.76082,Head and Neck
-59.509895,70.419205,Head and Neck
-7.966632,-104.3406,Haematopoietic and Lymphoid
10.328396,-114.15535,Haematopoietic and Lymphoid
2.316389,-95.47143,Haematopoietic and Lymphoid
-16.543606,27.225939,Lung
-68.10597,24.047514,Lung
-19.804012,-15.7666855,Kidney
-12.59654,42.14612,Breast
-21.29617,-6.1850066,Ovary
-39.201283,-88.9342,Haematopoietic and Lymphoid
-81.78215,47.476498,Lung
-6.427381,-29.390131,Soft Tissue
-34.758774,-14.365893,Kidney
-20.92621,-19.523294,Lung
73.23798,-33.41158,Lung
148.4515,36.174923,Control_HEK293T
158.10455,28.822672,Control_HEK293T
32.386494,-70.69588,Control_HEK293T
28.44108,-75.20382,Control_HEK293T
-17.161306,42.362335,Lung
-17.100302,42.524937,Lung
-6.5373063,14.6895075,Central Nervous System
-7.072309,14.718519,Central Nervous System
-17.804949,-13.0393095,Kidney
-17.694498,-12.974948,Kidney
-26.021881,-18.06905,Kidney
-25.97365,-18.088352,Kidney
-4.821331,-24.949999,Thyroid
-5.18381,-24.709255,Thyroid
-57.8128,66.334885,Head and Neck
-58.0083,66.48213,Head and Neck
-59.04232,70.31728,Head and Neck
-59.577797,70.32779,Head and Neck
10.487095,-113.64509,Haematopoietic and Lymphoid
10.34807,-114.10816,Haematopoietic and Lymphoid
-16.24295,27.604563,Lung
-16.473171,27.246075,Lung
-12.554478,42.127693,Breast
-12.555874,42.1241,Breast
-81.96923,47.35699,Lung
-81.85391,47.464214,Lung
-34.774284,-14.362394,Kidney
-34.78229,-14.319038,Kidney
73.30948,-33.325493,Lung
73.30977,-33.1509,Lung
138.13223,18.558071,Control_HEK293T
148.10382,15.169209,Control_HEK293T
131.20929,43.129936,Control_HEK293T
54.71037,-74.19267,Control_HEK293T
50.671402,-82.93318,Control_HEK293T
0.29101926,-29.35109,Skin
0.1929478,-28.70283,Skin
-0.21803309,-28.785206,Skin
0.0014863829,-28.813227,Skin
-0.011914855,-28.83814,Skin
0.0013914476,-28.826939,Skin
-23.678246,-3.8845155,Ovary
-24.810444,-3.898765,Ovary
-24.455366,-4.147243,Ovary
-24.469059,-4.098936,Ovary
-24.453627,-4.096061,Ovary
-24.46466,-4.0886164,Ovary
-12.901224,65.948006,Large Intestine
154.96704,27.661966,Control_HEK293T
148.47957,14.834103,Control_HEK293T
47.20764,-65.61777,Control_HEK293T
30.26663,-67.945045,Control_HEK293T
-3.2404778,-103.12066,Haematopoietic and Lymphoid
-60.31916,-13.304087,Central Nervous System
-25.592524,38.493885,Lung
1.1675459,31.450935,Lung
-35.120247,50.04721,Breast
-36.84352,83.6875,Lung
-47.975166,53.903797,Head and Neck
-89.885765,56.241104,Pancreas
54.01151,-69.81864,Control_HEK293T
15.204099,-18.290865,Skin
-7.501506,-14.243156,Central Nervous System
-5.676622,-134.92699,Haematopoietic and Lymphoid
-22.4382,11.937652,Thyroid
58.152763,-23.89677,Peripheral Nervous System
-3.2492347,-126.99435,Haematopoietic and Lymphoid
70.13194,-10.605569,Breast
66.68901,-42.0095,Peripheral Nervous System
-2.1894252,-131.68462,Haematopoietic and Lymphoid
28.777155,22.886421,Pancreas
-0.3600622,-135.0758,Haematopoietic and Lymphoid
1.043681,-141.88304,Haematopoietic and Lymphoid
68.48012,-57.569904,Lung
151.59254,17.596708,Control_HEK293T
57.654594,-83.105225,Control_HEK293T
-25.696398,63.494534,Lung
46.896477,-52.914818,Bone
-49.6051,65.63533,Head and Neck
-10.150247,-82.06123,Haematopoietic and Lymphoid
-24.997395,-81.516655,Haematopoietic and Lymphoid
30.005983,15.382847,Cervix
30.645231,-53.220116,Ovary
11.826648,-22.198935,Skin
6.1517253,-120.486305,Haematopoietic and Lymphoid
-34.081097,-75.26727,Haematopoietic and Lymphoid
-22.154663,60.52426,Biliary Tract
-15.453038,8.15845,Soft Tissue
-24.219612,7.392084,Soft Tissue
-44.670235,5.5046244,Lung
1.2634143,-89.02038,Haematopoietic and Lymphoid
-3.9767027,-96.07451,Haematopoietic and Lymphoid
6.031301,41.874527,Esophagus
-27.918684,60.533268,Lung
35.838608,-52.721096,Testis
-25.912567,-44.049614,Peripheral Nervous System
3.2484567,-100.80342,Haematopoietic and Lymphoid
-34.410347,-27.464016,Bone
-19.582462,15.647854,Lung
-12.407558,37.03457,Large Intestine
-26.824501,2.2852728,Central Nervous System
-46.232998,65.07715,Head and Neck
-54.733326,46.246693,Breast
52.875813,-47.21983,Bone
-20.082493,8.941046,Thyroid
10.660493,-5.564379,Lung
-15.096614,13.554171,Ovary
-22.17398,82.796486,Head and Neck
-47.999607,69.31725,Head and Neck
-17.752693,-86.49343,Haematopoietic and Lymphoid
-16.710732,3.6647656,Kidney
-6.989016,72.64591,Lung
4.549883,87.73988,Esophagus
-20.655228,56.00866,Breast
-3.5125048,64.65527,Stomach
-10.305885,-16.451557,Soft Tissue
150.21909,33.629574,Control_HEK293T
135.46341,36.54084,Control_HEK293T
158.01248,32.17305,Control_HEK293T
57.2582,-71.06595,Control_HEK293T
52.15636,-72.408844,Control_HEK293T
46.361027,-52.61217,Bone
-10.630454,-82.267914,Haematopoietic and Lymphoid
-24.557907,-81.84569,Haematopoietic and Lymphoid
29.966301,-52.893562,Ovary
5.427912,-120.297516,Haematopoietic and Lymphoid
-34.140465,-75.34207,Haematopoietic and Lymphoid
-21.639486,60.042027,Biliary Tract
-14.933764,7.222355,Soft Tissue
-24.092632,7.1067257,Soft Tissue
1.8916819,-89.566795,Haematopoietic and Lymphoid
-4.1022,-96.443985,Haematopoietic and Lymphoid
5.514302,41.67243,Esophagus
-27.618944,60.190098,Lung
-25.291206,-44.343094,Peripheral Nervous System
2.7683878,-100.58321,Haematopoietic and Lymphoid
-33.802082,-27.705978,Bone
-20.069548,15.527855,Lung
-12.433394,36.35521,Large Intestine
-26.416952,2.808051,Central Nervous System
-54.772728,45.722527,Breast
-15.711834,13.254705,Ovary
-22.609838,82.54102,Head and Neck
-17.396109,-86.86056,Haematopoietic and Lymphoid
-17.315638,4.0323997,Kidney
-6.525706,72.10847,Lung
5.087621,87.75089,Esophagus
-20.5134,55.298283,Breast
-10.374675,-15.920426,Soft Tissue
160.83263,30.088697,Control_HEK293T
136.54033,14.060393,Control_HEK293T
39.09104,-69.68813,Control_HEK293T
60.57952,-73.310646,Control_HEK293T
-3.147203,-113.14024,Haematopoietic and Lymphoid
-10.589084,-82.10801,Haematopoietic and Lymphoid
-24.920336,-81.98278,Haematopoietic and Lymphoid
47.86305,-48.026627,Bone
-21.759394,60.344765,Biliary Tract
-57.556744,6.233149,Central Nervous System
-24.419216,7.103815,Soft Tissue
-72.68563,29.05826,Liver
-4.0934124,-96.391594,Haematopoietic and Lymphoid
-17.757393,-104.31103,Haematopoietic and Lymphoid
73.20217,-37.29505,Lung
-25.712727,-44.00323,Peripheral Nervous System
-12.7936535,57.890373,Esophagus
2.862951,-100.53498,Haematopoietic and Lymphoid
-20.042677,15.669705,Lung
-20.023365,50.58216,Breast
62.884182,-41.515152,Peripheral Nervous System
-54.628326,45.871807,Breast
-59.354275,62.150406,Breast
-60.924618,49.34874,Lung
58.786373,-41.668987,Peripheral Nervous System
-17.59583,-86.78518,Haematopoietic and Lymphoid
-17.070814,3.6846192,Kidney
-7.009467,72.61262,Lung
4.9079065,87.84105,Esophagus
-20.72179,55.722916,Breast
51.267124,-51.508846,Lung
-58.22562,10.531826,Central Nervous System
152.64352,29.308348,Control_HEK293T
147.76555,30.21111,Control_HEK293T
151.17644,40.99372,Control_HEK293T
38.793423,-76.620895,Control_HEK293T
51.820717,-72.75846,Control_HEK293T
-40.476627,-9.3430605,Bone
-8.960507,-101.054276,Haematopoietic and Lymphoid
-54.827255,37.44661,Lung
-18.26565,59.69723,Esophagus
33.103977,-42.215214,Stomach
-56.983257,50.734905,Lung
16.27089,-67.05323,Lung
-25.80971,11.3321,Soft Tissue
19.267656,-71.40197,Bone
-73.01723,33.478104,Lung
-30.337484,-32.63603,Skin
-81.69972,24.953407,Lung
-63.65441,52.38113,Endometrium
-15.25629,-101.26193,Haematopoietic and Lymphoid
154.81024,40.228592,Control_HEK293T
124.94093,37.429523,Control_HEK293T
36.06488,-77.99719,Control_HEK293T
-3.3486416,-112.62194,Haematopoietic and Lymphoid
47.319016,-47.58654,Bone
-57.674625,6.92433,Central Nervous System
-17.789663,-103.878746,Haematopoietic and Lymphoid
72.92769,-37.77091,Lung
-20.07658,50.17278,Breast
62.659138,-41.94276,Peripheral Nervous System
-59.071953,61.74588,Breast
-61.109737,49.032383,Lung
58.808563,-41.169224,Peripheral Nervous System
51.057808,-51.240067,Lung
-58.79478,10.19725,Central Nervous System
157.21341,16.86551,Control_HEK293T
48.58666,-85.800896,Control_HEK293T
-3.3965676,-112.67196,Haematopoietic and Lymphoid
47.610943,-47.428703,Bone
-40.503437,-9.519362,Bone
-57.534172,6.772044,Central Nervous System
-8.660366,-101.099495,Haematopoietic and Lymphoid
-54.8097,37.88363,Lung
-73.24753,29.186562,Liver
-17.820908,-103.78522,Haematopoietic and Lymphoid
72.56933,-37.783974,Lung
-12.958429,57.36569,Esophagus
-18.062601,59.375507,Esophagus
33.384235,-42.46257,Stomach
-20.040138,50.25969,Breast
-57.253803,50.35704,Lung
16.598646,-66.97919,Lung
-25.442127,10.758095,Soft Tissue
62.549736,-41.74089,Peripheral Nervous System
-58.94748,61.729576,Breast
-61.0492,48.973083,Lung
18.90863,-71.34251,Bone
-73.17214,33.765446,Lung
-29.984846,-32.36164,Skin
-81.53456,25.46947,Lung
-63.85608,51.922012,Endometrium
58.895462,-41.13495,Peripheral Nervous System
51.194553,-51.22649,Lung
-15.113811,-100.76929,Haematopoietic and Lymphoid
-58.70248,10.213527,Central Nervous System
145.40387,36.002094,Control_HEK293T
141.93889,36.272778,Control_HEK293T
57.683243,-67.401596,Control_HEK293T
38.671394,-79.868095,Control_HEK293T
-8.416451,-101.279366,Haematopoietic and Lymphoid
-54.869972,37.949062,Lung
-18.251883,59.330215,Esophagus
33.581924,-42.262714,Stomach
-57.267212,50.377506,Lung
16.93797,-67.19215,Lung
-25.787031,10.913241,Soft Tissue
-29.846973,-32.47178,Skin
-81.3764,25.452528,Lung
-63.924736,52.083725,Endometrium
-15.106539,-100.78335,Haematopoietic and Lymphoid
152.42226,35.071976,Control_HEK293T
61.241734,-82.43034,Control_HEK293T
-91.23588,50.261105,Ovary
-75.938385,66.30325,Ovary
-43.4936,42.489223,Thyroid
-29.980791,-116.95337,Haematopoietic and Lymphoid
-49.37117,-5.17266,Skin
1.2353016,-18.024033,Large Intestine
-35.244766,50.093113,Breast
-28.378126,-28.743494,Skin
42.416,-51.09396,Bone
-28.662674,70.709404,Head and Neck
-27.626503,75.611565,Esophagus
-35.23796,40.70987,Breast
-17.285261,-73.16162,Haematopoietic and Lymphoid
-47.56621,43.413204,Lung
-15.4062605,39.25865,Large Intestine
129.59218,29.09709,Control_HEK293T
-10.584185,-82.09855,Haematopoietic and Lymphoid
-24.943928,-81.98662,Haematopoietic and Lymphoid
-21.756165,60.346085,Biliary Tract
-24.280703,7.2148466,Soft Tissue
9.90543,65.93974,Stomach
