dim0,dim1,tissue
-47.756855,43.836002,Lung
-15.28883,39.147266,Large Intestine
-22.026146,-87.087944,Haematopoietic and Lymphoid
138.54674,35.88976,Control_HEK293T
25.875555,-71.68475,Control_HEK293T
-42.603767,75.710434,Head and Neck
-2.6328936,-32.798313,Skin
0.20201446,-102.26031,Haematopoietic and Lymphoid
-46.726658,10.181966,Lung
-12.943252,57.36522,Esophagus
-33.19633,-10.451032,Ovary
-67.60246,41.811226,Pancreas
18.968271,-71.44591,Bone
39.55111,12.216348,Breast
-49.9651,60.971035,Esophagus
-30.477388,-134.60703,Haematopoietic and Lymphoid
133.34424,39.58101,Control_HEK293T
44.644325,-68.68991,Control_HEK293T
-22.069086,-71.70153,Haematopoietic and Lymphoid
-22.088177,-74.941315,Haematopoietic and Lymphoid
-15.305578,-77.23666,Haematopoietic and Lymphoid
-39.982708,-17.462818,Central Nervous System
-81.09678,42.114204,Head and Neck
-68.57275,-5.9965515,Ovary
-12.443328,36.966457,Large Intestine
-40.939945,-13.806127,Kidney
-12.973227,-18.960735,Central Nervous System
-18.988184,-55.355232,Breast
-19.459969,-78.963486,Haematopoietic and Lymphoid
-18.006542,45.761177,Breast
-30.651989,-23.394613,Central Nervous System
-22.046217,41.535694,Breast
121.4879,27.053255,Control_HEK293T
28.421825,-75.19532,Control_HEK293T
-13.169662,-111.78835,Haematopoietic and Lymphoid
-14.552352,-22.569199,Thyroid
-10.329123,-112.01336,Haematopoietic and Lymphoid
-7.6772337,37.79646,Esophagus
-33.037445,-100.50322,Haematopoietic and Lymphoid
-46.053085,49.719067,Lung
-63.8736,11.226647,Liver
-1.0659333,-99.19861,Haematopoietic and Lymphoid
-35.44934,-32.831917,Lung
-22.481419,-98.37469,Haematopoietic and Lymphoid
-12.889254,-12.373658,Lung
-44.397907,-15.692697,Lung
-35.94487,-8.444956,Central Nervous System
-37.065475,-15.048306,Kidney
-10.759941,-22.912918,Skin
151.66508,22.606297,Control_HEK293T
137.56454,19.127514,Control_HEK293T
136.74136,14.477071,Control_HEK293T
-29.215822,-16.323381,Ovary
-21.249342,45.552406,Breast
-80.92028,32.509613,Central Nervous System
-8.091178,-54.41632,Breast
-82.56163,35.589325,Lung
-23.711096,-26.990791,Peripheral Nervous System
-19.00652,-24.253023,Ovary
-55.794422,27.43968,Large Intestine
157.64894,16.87463,Control_HEK293T
35.57964,-69.74611,Control_HEK293T
155.0357,40.90584,Control_HEK293T
141.90921,37.060867,Control_HEK293T
155.39328,22.92567,Control_HEK293T
131.6695,15.112758,Control_HEK293T
-81.09255,42.14101,Head and Neck
-12.4408655,36.969563,Large Intestine
-40.898743,-13.846352,Kidney
-30.53507,-23.211063,Central Nervous System
157.82037,35.465782,Control_HEK293T
-73.21222,29.23181,Liver
149.89725,30.785072,Control_HEK293T
3.2454367,-26.016579,Skin
-74.23725,8.127389,Central Nervous System
-6.5121684,21.727213,Liver
-74.67396,49.825954,Esophagus
-36.114677,-18.661495,Skin
-2.042721,17.02376,Lung
57.949966,-74.34074,Control_HEK293T
34.579468,10.829307,Pancreas
-36.82523,94.16163,Skin
12.900624,10.630489,Kidney
-32.95734,-91.65188,Haematopoietic and Lymphoid
8.938239,-117.86539,Haematopoietic and Lymphoid
-8.722078,54.629597,Breast
-30.518051,-106.67348,Haematopoietic and Lymphoid
-4.529153,-5.0936794,Bladder
15.041838,16.5593,Lung
6.847482,-31.654854,Skin
152.37581,32.20649,Control_HEK293T
-30.062141,-12.088393,Central Nervous System
-32.833515,-88.0905,Haematopoietic and Lymphoid
-63.36005,70.923035,Head and Neck
4.2718296,-29.52839,Skin
-14.161456,45.260777,Breast
-29.655287,34.605583,Stomach
26.295164,-71.72257,Control_HEK293T
33.60176,-42.765484,Stomach
-59.087456,55.62368,Ovary
-80.68583,65.674576,Ovary
-69.200966,65.69848,Head and Neck
-24.102808,49.287334,Lung
9.221187,9.025759,Kidney
2.7025511,-22.556927,Skin
34.742672,36.122654,Liver
60.629787,-27.834848,Peripheral Nervous System
-0.17512566,-25.655012,Skin
3.2676215,-26.068285,Skin
-74.21197,8.152711,Central Nervous System
-6.5170016,21.745214,Liver
-74.64894,49.862522,Esophagus
-36.151623,-18.688332,Skin
-2.5434382,17.333574,Lung
39.058056,-63.698406,Control_HEK293T
5.02573,87.282074,Esophagus
-36.824512,94.16597,Skin
12.825162,10.98786,Kidney
-33.1335,-91.836266,Haematopoietic and Lymphoid
8.420401,-117.95061,Haematopoietic and Lymphoid
-8.686797,54.627777,Breast
-31.032228,-106.851295,Haematopoietic and Lymphoid
-4.66337,-4.9395776,Bladder
15.234127,16.682411,Lung
7.1884966,-32.010773,Skin
142.02597,20.786001,Control_HEK293T
137.05177,29.588295,Control_HEK293T
-33.455032,-88.28098,Haematopoietic and Lymphoid
-63.03851,71.551956,Head and Neck
4.97604,-29.39304,Skin
-13.629914,45.45633,Breast
-29.138067,34.17199,Stomach
60.85818,-69.03184,Control_HEK293T
72.770035,-38.390377,Lung
-58.611275,55.693607,Ovary
-80.282036,66.10007,Ovary
-68.74161,65.71088,Head and Neck
-24.293282,48.8141,Lung
9.231408,8.486267,Kidney
3.3914864,-22.355656,Skin
34.50126,35.731457,Liver
59.558693,-27.355404,Peripheral Nervous System
-32.870045,-88.11476,Haematopoietic and Lymphoid
-63.36029,70.932434,Head and Neck
4.2731943,-29.519848,Skin
-14.146039,45.278416,Breast
-29.671162,34.6002,Stomach
30.250435,-67.9604,Control_HEK293T
-49.916183,60.95112,Esophagus
-58.989613,55.74519,Ovary
-80.61466,65.70481,Ovary
-69.20097,65.69512,Head and Neck
-24.155704,49.301838,Lung
9.225729,9.07341,Kidney
2.7151742,-22.577473,Skin
34.747173,36.146694,Liver
60.144123,-27.74612,Peripheral Nervous System
-0.17054288,-25.656122,Skin
141.36435,41.27982,Control_HEK293T
155.05803,36.94931,Control_HEK293T
-33.065456,-101.273186,Haematopoietic and Lymphoid
3.2389054,-25.998507,Skin
-74.24496,8.127095,Central Nervous System
-6.5054793,21.698755,Liver
-74.651596,49.836548,Esophagus
-36.113846,-18.66324,Skin
-2.560093,17.350666,Lung
35.615376,-78.02242,Control_HEK293T
34.996582,10.957041,Pancreas
-36.777573,94.15088,Skin
13.153483,10.76426,Kidney
-33.090195,-91.77914,Haematopoietic and Lymphoid
8.426834,-117.893295,Haematopoietic and Lymphoid
-8.628416,54.590424,Breast
-30.55709,-106.69966,Haematopoietic and Lymphoid
-4.558078,-5.0920925,Bladder
14.94706,16.572334,Lung
6.8418627,-31.682974,Skin
-33.41896,-113.33434,Haematopoietic and Lymphoid
-84.28827,30.244377,Thyroid
-88.91913,37.844925,Ovary
-14.949241,62.30635,Large Intestine
-90.211876,60.93877,Ovary
64.29495,-75.64024,Control_HEK293T
-53.63623,4.3532124,Kidney
-54.05638,-17.18042,Stomach
-94.42766,26.218325,Lung
-79.829895,5.093645,Breast
-42.858177,-3.400751,Central Nervous System
-48.331432,-9.572719,Vulva
-19.879284,-9.61251,Kidney
-72.22216,68.994995,Head and Neck
-33.518467,35.69663,Placenta
-75.85211,1.6386225,Skin
140.01707,32.36938,Control_HEK293T
144.67137,39.255627,Control_HEK293T
-25.825697,-107.36289,Haematopoietic and Lymphoid
79.200325,-39.70289,Lung
-14.141817,-97.42873,Haematopoietic and Lymphoid
-34.26773,-2.0236163,Central Nervous System
-11.29251,-102.92567,Haematopoietic and Lymphoid
-82.48665,35.6703,Lung
51.73424,-34.83569,Bone
48.74348,-33.54698,Bone
9.899516,78.77097,Large Intestine
35.20261,5.4245763,Lung
-39.538223,-100.3885,Haematopoietic and Lymphoid
-85.656334,59.45405,Lung
-24.769733,85.784966,Head and Neck
-71.17092,52.642277,Cervix
143.55083,33.353027,Control_HEK293T
-26.200386,-107.07228,Haematopoietic and Lymphoid
78.55438,-39.5543,Lung
-14.077712,-98.04685,Haematopoietic and Lymphoid
-34.82164,-1.5062402,Central Nervous System
-11.839543,-103.2727,Haematopoietic and Lymphoid
35.139458,-64.80317,Control_HEK293T
51.989056,-34.23087,Bone
-29.767422,18.040012,Lung
48.913685,-32.904877,Bone
9.658936,79.36568,Large Intestine
35.516167,5.882471,Lung
-39.823647,-100.942764,Haematopoietic and Lymphoid
-85.86208,60.16901,Lung
-24.445766,86.3738,Head and Neck
-70.75941,53.295464,Cervix
143.52289,33.58268,Control_HEK293T
-55.804478,0.38904935,Central Nervous System
-41.544556,1.7762933,Skin
15.770846,53.20748,Lung
-86.31722,56.245293,Stomach
14.079192,-31.505127,Skin
47.200714,-65.61339,Control_HEK293T
3.0913746,77.12768,Large Intestine
-11.501009,-118.149994,Haematopoietic and Lymphoid
-52.82407,-2.3827617,Central Nervous System
-22.293724,-118.62021,Haematopoietic and Lymphoid
-87.986374,52.89191,Large Intestine
-26.378012,-85.5415,Haematopoietic and Lymphoid
-75.135506,-10.266225,Ovary
-78.31321,48.78372,Skin
-48.943256,-1.7995584,Central Nervous System
-54.96797,-4.5862713,Central Nervous System
26.554024,52.876335,Prostate
67.167,-65.48853,Lung
-76.7992,-6.5056686,Cervix
-9.380305,-94.41618,Haematopoietic and Lymphoid
3.4690375,37.256824,Lung
25.868279,-71.68008,Control_HEK293T
-13.292274,-53.416218,Breast
61.854683,-38.346394,Peripheral Nervous System
25.45028,33.952625,Large Intestine
-79.73622,-11.941676,Lung
-24.862255,-91.93735,Haematopoietic and Lymphoid
-15.701897,47.936672,Bladder
-17.896175,-5.223619,Central Nervous System
-50.617813,48.651863,Lung
47.737164,-37.317856,Bone
-30.47432,51.98536,Lung
126.731926,19.129128,Control_HEK293T
155.26938,36.827972,Control_HEK293T
26.550777,52.92754,Prostate
67.18842,-65.71969,Lung
-76.96788,-6.455778,Cervix
-9.5378275,-94.439896,Haematopoietic and Lymphoid
37.68474,-72.75852,Control_HEK293T
61.873913,-38.103558,Peripheral Nervous System
25.539186,33.897842,Large Intestine
-79.85295,-12.001843,Lung
-24.964706,-91.979,Haematopoietic and Lymphoid
-15.785634,48.18921,Bladder
-17.761044,-5.1692743,Central Nervous System
-50.700657,48.78078,Lung
47.849827,-37.169327,Bone
-30.595493,52.179337,Lung
132.05763,15.95073,Control_HEK293T
-55.63263,0.6687989,Central Nervous System
-41.31422,1.66076,Skin
15.694527,53.50751,Lung
-85.92727,55.681904,Stomach
13.82217,-31.339716,Skin
34.419308,-72.580086,Control_HEK293T
-87.032074,33.985695,Soft Tissue
-11.780716,-117.725716,Haematopoietic and Lymphoid
-52.40038,-2.3230407,Central Nervous System
-21.916252,-118.328026,Haematopoietic and Lymphoid
-87.994316,52.414898,Large Intestine
-26.283009,-85.86015,Haematopoietic and Lymphoid
-75.44159,-10.452856,Ovary
-78.43319,48.390697,Skin
-49.10447,-1.6121243,Central Nervous System
-54.713078,-4.9618506,Central Nervous System
-77.82259,39.64048,Large Intestine
-10.32109,45.275387,Breast
-7.669296,49.404694,Breast
-41.4676,-20.398052,Stomach
37.10114,-67.239395,Control_HEK293T
6.180982,-91.40825,Haematopoietic and Lymphoid
-36.120007,-95.71826,Haematopoietic and Lymphoid
-33.247265,61.383358,Large Intestine
-37.943237,-11.648612,Kidney
-12.671965,-94.69053,Haematopoietic and Lymphoid
-13.01966,-92.28963,Haematopoietic and Lymphoid
-46.89636,-19.474031,Bone
-52.59215,-8.337737,Central Nervous System
-50.650536,-12.280691,Central Nervous System
-11.192049,-63.20277,Bone
124.0055,22.509657,Control_HEK293T
145.76755,36.13863,Control_HEK293T
-63.121796,59.175247,Esophagus
-93.46804,35.020615,Ovary
-44.567356,-24.049473,Bone
-38.361843,-22.349943,Skin
-48.34378,-15.773984,Lung
64.21926,-75.63485,Control_HEK293T
21.199228,-9.72223,Lung
-32.8556,26.62873,Lung
-85.31778,5.343516,Skin
-29.325003,-111.6726,Haematopoietic and Lymphoid
64.56091,-31.418,Peripheral Nervous System
-36.47475,66.23994,Esophagus
-34.676823,30.05851,Esophagus
-67.24438,57.26826,Lung
76.10684,-43.568832,Lung
-89.59309,29.687483,Bone
157.73148,16.517223,Control_HEK293T
26.982828,53.551613,Prostate
66.81653,-65.46068,Lung
-77.12048,-6.838502,Cervix
-9.723503,-94.041664,Haematopoietic and Lymphoid
3.8604946,36.841427,Lung
42.19439,-78.18512,Control_HEK293T
-83.55627,52.601986,Lung
61.618355,-38.04717,Peripheral Nervous System
25.783432,34.154095,Large Intestine
-79.77312,-12.35758,Lung
-25.355024,-91.71284,Haematopoietic and Lymphoid
-16.085472,48.258274,Bladder
-17.608541,-4.6175866,Central Nervous System
-51.21642,48.918427,Lung
47.5176,-36.831924,Bone
-30.945684,52.15441,Lung
137.42488,39.936108,Control_HEK293T
-77.83033,39.643017,Large Intestine
-10.335483,45.273674,Breast
-7.6688595,49.174614,Breast
-41.47142,-20.400375,Stomach
37.431747,-72.49416,Control_HEK293T
-36.171318,-95.703064,Haematopoietic and Lymphoid
-33.2686,61.370914,Large Intestine
-37.971725,-11.756764,Kidney
-12.705774,-94.61968,Haematopoietic and Lymphoid
-13.022692,-92.27569,Haematopoietic and Lymphoid
-46.88733,-19.482162,Bone
-52.575478,-8.369981,Central Nervous System
-50.64874,-12.317307,Central Nervous System
-11.204853,-63.20047,Bone
133.62503,39.39449,Control_HEK293T
-32.917645,-87.97874,Haematopoietic and Lymphoid
-63.529106,70.79876,Head and Neck
4.1180906,-29.7895,Skin
-14.192258,45.283585,Breast
-29.733854,34.886658,Stomach
43.00302,-64.02718,Control_HEK293T
73.221436,-37.889046,Lung
-58.984303,55.730583,Ovary
-80.60495,65.631905,Ovary
-69.148506,65.66706,Head and Neck
-24.049902,49.2727,Lung
9.069077,9.088903,Kidney
2.674907,-22.771519,Skin
34.73504,36.127834,Liver
59.993107,-28.121962,Peripheral Nervous System
137.37636,26.44067,Control_HEK293T
-77.63604,38.96008,Large Intestine
-9.766692,45.728157,Breast
-7.16904,49.09344,Breast
-41.93961,-20.949486,Stomach
50.379017,-68.567474,Control_HEK293T
-36.123672,-96.324936,Haematopoietic and Lymphoid
-32.624035,61.632626,Large Intestine
-38.2516,-11.353529,Kidney
-12.255174,-95.06081,Haematopoietic and Lymphoid
-13.637821,-92.37283,Haematopoietic and Lymphoid
-47.43062,-19.8595,Bone
-52.429768,-7.829662,Central Nervous System
-51.22636,-12.18294,Central Nervous System
-10.54013,-62.975304,Bone
149.93723,33.881935,Control_HEK293T
-43.079807,53.89235,Esophagus
-64.559326,1.0363828,Bone
-12.909039,53.141705,Lung
-26.66535,-96.92741,Haematopoietic and Lymphoid
-19.996042,-114.16824,Haematopoietic and Lymphoid
33.300686,-67.28564,Control_HEK293T
19.8896,50.435802,Cervix
-38.156635,70.60384,Large Intestine
-39.62491,33.04943,Ovary
58.644077,-35.698788,Peripheral Nervous System
2.3446815,-113.171974,Haematopoietic and Lymphoid
-78.521774,42.528156,Head and Neck
-11.394261,-8.912102,Thyroid
-40.42115,37.55592,Breast
-17.645859,-95.38659,Haematopoietic and Lymphoid
161.78682,33.433735,Control_HEK293T
-33.099045,-113.10029,Haematopoietic and Lymphoid
-84.28943,30.269802,Thyroid
-88.924126,37.850803,Ovary
-15.03943,62.271317,Large Intestine
-90.27746,60.62799,Ovary
35.578815,-69.75289,Control_HEK293T
-5.2331133,-134.47287,Haematopoietic and Lymphoid
-54.166332,-17.050758,Stomach
-94.92728,26.15031,Lung
-80.015785,5.2344255,Breast
-43.065117,-3.5544398,Central Nervous System
-48.649773,-9.481962,Vulva
-19.478313,-10.180416,Kidney
-72.21752,68.91714,Head and Neck
-33.50626,35.676758,Placenta
-76.08488,1.402662,Skin
-55.6044,0.6078918,Central Nervous System
-41.18278,1.2567222,Skin
15.324523,53.481705,Lung
-85.8607,55.69484,Stomach
14.374023,-31.0024,Skin
32.52686,-75.336365,Control_HEK293T
-16.800762,78.84427,Esophagus
-11.709471,-117.73934,Haematopoietic and Lymphoid
-52.74394,-2.3176956,Central Nervous System
-21.912916,-118.42181,Haematopoietic and Lymphoid
-88.04317,52.34982,Large Intestine
-26.297497,-85.849464,Haematopoietic and Lymphoid
-75.50819,-10.4662485,Ovary
-78.506,48.41752,Skin
-49.159283,-1.6237651,Central Nervous System
-54.754486,-5.0800633,Central Nervous System
-25.646408,-107.14124,Haematopoietic and Lymphoid
79.53185,-39.611805,Lung
-14.436778,-97.36464,Haematopoietic and Lymphoid
-33.752174,-1.828553,Central Nervous System
-10.984418,-103.1714,Haematopoietic and Lymphoid
37.648903,-72.72029,Control_HEK293T
51.611397,-34.7863,Bone
-30.459846,17.70594,Lung
48.469265,-33.663277,Bone
9.555344,78.64474,Large Intestine
35.019825,5.8189964,Lung
-39.721584,-100.0939,Haematopoietic and Lymphoid
-86.07291,59.176365,Lung
-25.035559,85.84286,Head and Neck
-70.95333,52.274414,Cervix
155.49464,30.594414,Control_HEK293T
152.60945,34.937172,Control_HEK293T
135.66537,32.992634,Control_HEK293T
-63.07567,59.141087,Esophagus
-93.48248,35.020596,Ovary
-44.558826,-24.09313,Bone
-38.346325,-22.476995,Skin
28.958925,-70.668365,Control_HEK293T
-32.7989,26.55384,Lung
-85.41585,5.3094583,Skin
-29.232681,-111.760864,Haematopoietic and Lymphoid
64.87996,-31.779243,Peripheral Nervous System
-36.538322,66.331825,Esophagus
-34.649933,30.02574,Esophagus
-67.1165,57.245808,Lung
76.0927,-43.56061,Lung
-89.61929,29.68437,Bone
160.65701,26.368095,Control_HEK293T
34.75594,-58.187336,Testis
-28.485714,89.890205,Large Intestine
-2.168858,-121.15484,Haematopoietic and Lymphoid
-0.18213041,3.345573,Kidney
45.482597,-39.785057,Bone
-21.591372,-90.62918,Haematopoietic and Lymphoid
-25.183887,-7.834275,Central Nervous System
-82.9212,56.526535,Large Intestine
47.707817,-42.083046,Bone
-4.9252615,3.663761,Kidney
152.0662,45.353714,Control_HEK293T
-10.50859,45.278282,Breast
-7.081412,49.79753,Breast
-41.216896,-20.427795,Stomach
60.739056,-69.374756,Control_HEK293T
-36.255054,-95.63752,Haematopoietic and Lymphoid
-33.276283,61.346912,Large Intestine
-37.4069,-11.612149,Kidney
-12.698423,-94.60179,Haematopoietic and Lymphoid
-12.780768,-92.08647,Haematopoietic and Lymphoid
-46.5983,-19.584219,Bone
-52.417213,-8.718864,Central Nervous System
-50.539143,-12.682113,Central Nervous System
-11.354531,-63.120495,Bone
158.41612,32.551773,Control_HEK293T
3.1293058,-25.824764,Skin
-74.503426,7.8357434,Central Nervous System
-6.3229213,21.753637,Liver
-73.97846,50.3502,Esophagus
-36.0939,-18.326223,Skin
-2.5799806,17.372204,Lung
-15.384494,7.6903687,Soft Tissue
-36.53141,93.82783,Skin
13.308817,10.467175,Kidney
-33.12339,-91.78351,Haematopoietic and Lymphoid
8.357989,-118.27927,Haematopoietic and Lymphoid
-8.415654,54.246967,Breast
-30.512035,-106.7186,Haematopoietic and Lymphoid
-4.5896373,-5.525951,Bladder
15.021549,16.056164,Lung
6.805458,-31.62949,Skin
157.9643,35.90941,Control_HEK293T
147.84377,39.44691,Control_HEK293T
-33.143223,-113.11778,Haematopoietic and Lymphoid
-84.28915,30.261547,Thyroid
-88.928246,37.847866,Ovary
-15.004315,62.26934,Large Intestine
-90.27826,60.627224,Ovary
27.094198,-68.23535,Control_HEK293T
-5.230178,-134.45413,Haematopoietic and Lymphoid
-54.0538,-17.171635,Stomach
-94.41399,26.294874,Lung
-79.82147,5.1133795,Breast
-42.879604,-3.4053202,Central Nervous System
-48.427116,-9.624446,Vulva
-20.059256,-10.046028,Kidney
-72.22667,68.97937,Head and Neck
-33.502087,35.675945,Placenta
-75.802444,1.5879148,Skin
-62.95937,58.640144,Esophagus
-94.04362,35.410736,Ovary
-44.25217,-24.399563,Bone
-38.081432,-23.032766,Skin
-48.711674,-15.863517,Lung
44.30235,-86.375015,Control_HEK293T
-4.892048,-105.65805,Haematopoietic and Lymphoid
-32.191532,26.465752,Lung
-85.49011,4.683822,Skin
-28.859484,-111.67161,Haematopoietic and Lymphoid
64.233246,-31.658466,Peripheral Nervous System
-36.236874,66.8112,Esophagus
-34.202187,30.171965,Esophagus
-66.76734,57.724377,Lung
76.21202,-42.997917,Lung
-90.02964,29.21907,Bone
-33.20798,-112.81281,Haematopoietic and Lymphoid
-84.71543,30.266209,Thyroid
-89.54141,38.245625,Ovary
-14.85975,62.18159,Large Intestine
-90.23824,60.597507,Ovary
30.45994,-72.95082,Control_HEK293T
-61.272823,28.273891,Placenta
-53.75247,-17.199593,Stomach
-94.31647,26.303625,Lung
-79.71022,5.0395985,Breast
-42.55268,-3.4017706,Central Nervous System
-48.424107,-9.631585,Vulva
-19.945274,-9.944461,Kidney
-71.681786,69.399734,Head and Neck
-33.30501,35.93665,Placenta
-76.01975,1.9315003,Skin
137.77264,19.52762,Control_HEK293T
139.03091,36.324413,Control_HEK293T
34.395405,-57.770287,Testis
7.1307497,53.542305,Breast
2.360836,64.288376,Stomach
-8.833198,-120.46771,Haematopoietic and Lymphoid
94.32887,-23.096222,Lung
51.98202,-87.800026,Control_HEK293T
-3.0333738,-109.311554,Haematopoietic and Lymphoid
-28.300198,90.04914,Large Intestine
-2.6198146,-121.32543,Haematopoietic and Lymphoid
-0.55837923,3.541695,Kidney
45.10411,-39.850468,Bone
-21.188152,-90.75031,Haematopoietic and Lymphoid
-25.501144,-7.800696,Central Nervous System
-82.895805,56.471394,Large Intestine
47.959633,-41.97452,Bone
-4.9044957,3.9812734,Kidney
7.1443987,53.484825,Breast
3.1055737,63.44559,Stomach
-8.774011,-120.94553,Haematopoietic and Lymphoid
94.07824,-22.834143,Lung
35.04026,-64.769936,Control_HEK293T
3.8283167,-138.28247,Haematopoietic and Lymphoid
127.4106,40.202934,Control_HEK293T
152.42627,35.377754,Control_HEK293T
-30.044033,-12.113842,Central Nervous System
-32.761616,-88.1307,Haematopoietic and Lymphoid
-63.367058,70.92083,Head and Neck
4.267729,-29.519405,Skin
-14.230711,45.220764,Breast
-29.660795,34.60511,Stomach
57.264412,-71.0646,Control_HEK293T
33.68118,-41.70182,Stomach
-59.07544,56.09361,Ovary
-80.87763,65.835785,Ovary
-69.293304,65.682945,Head and Neck
-24.10064,49.32121,Lung
9.220266,9.050889,Kidney
2.7121587,-22.55611,Skin
34.81946,36.14768,Liver
60.479733,-27.272024,Peripheral Nervous System
-0.09467852,-25.597586,Skin
-77.40806,39.8944,Large Intestine
-10.233215,44.99932,Breast
-7.649154,49.800888,Breast
-41.581783,-20.229486,Stomach
33.990795,-80.80626,Control_HEK293T
-35.851963,-95.54129,Haematopoietic and Lymphoid
-33.6204,61.546368,Large Intestine
-37.9768,-11.678942,Kidney
-13.069183,-94.60626,Haematopoietic and Lymphoid
-12.850416,-92.466835,Haematopoietic and Lymphoid
-46.957546,-19.175873,Bone
-52.856674,-8.339738,Central Nervous System
-50.516212,-12.121679,Central Nervous System
-11.247593,-63.522392,Bone
141.15706,40.735455,Control_HEK293T
137.96777,40.062218,Control_HEK293T
-55.61768,0.62850493,Central Nervous System
-41.026314,1.8723034,Skin
15.460961,53.718475,Lung
-85.86996,55.703354,Stomach
14.362871,-31.045803,Skin
33.059025,-67.9771,Control_HEK293T
-16.808172,78.85301,Esophagus
-11.728471,-117.6908,Haematopoietic and Lymphoid
-52.747746,-2.3230007,Central Nervous System
-21.912891,-118.42402,Haematopoietic and Lymphoid
-88.04085,52.37006,Large Intestine
-26.295631,-85.843376,Haematopoietic and Lymphoid
-75.49269,-10.465487,Ovary
-78.52055,48.416744,Skin
-49.15233,-1.6171086,Central Nervous System
-54.779224,-5.1382594,Central Nervous System
-63.067493,59.140713,Esophagus
-32.799637,26.553644,Lung
-85.41601,5.313,Skin
-29.232765,-111.75515,Haematopoietic and Lymphoid
64.792366,-31.681244,Peripheral Nervous System
-36.54391,66.33195,Esophagus
-34.649693,30.033552,Esophagus
-67.120056,57.231094,Lung
76.09043,-43.5615,Lung
-89.621994,29.683577,Bone
34.548027,-57.778088,Testis
7.176338,53.45955,Breast
2.4843922,64.17321,Stomach
-8.592096,-120.50475,Haematopoietic and Lymphoid
94.343185,-23.09673,Lung
-2.865875,-109.56017,Haematopoietic and Lymphoid
-28.34349,90.08801,Large Intestine
-2.51923,-121.32563,Haematopoietic and Lymphoid
-0.42231134,3.7648406,Kidney
45.14756,-39.964134,Bone
-21.196024,-90.74581,Haematopoietic and Lymphoid
-25.546537,-7.8176,Central Nervous System
-82.89181,56.48323,Large Intestine
47.898266,-42.106434,Bone
-30.074934,-11.999622,Central Nervous System
-32.868736,-88.11823,Haematopoietic and Lymphoid
-63.37168,70.934654,Head and Neck
4.2741265,-29.496244,Skin
-14.15923,45.303143,Breast
-29.695906,34.590157,Stomach
33.050488,-67.97157,Control_HEK293T
-49.894264,61.03449,Esophagus
-59.008263,55.75341,Ovary
-80.62544,65.69713,Ovary
-69.32816,65.89398,Head and Neck
-24.274656,49.381668,Lung
9.310799,9.152692,Kidney
2.7194538,-22.564964,Skin
34.774395,36.205673,Liver
60.117947,-27.727861,Peripheral Nervous System
-0.1544435,-25.653824,Skin
157.55618,25.358912,Control_HEK293T
141.63214,40.60338,Control_HEK293T
161.22324,36.629074,Control_HEK293T
144.74739,39.230717,Control_HEK293T
-63.145184,58.92063,Esophagus
-93.539185,34.69735,Ovary
-44.513596,-23.976254,Bone
-38.254215,-22.473854,Skin
38.854473,-75.99811,Control_HEK293T
-4.7655067,-105.738625,Haematopoietic and Lymphoid
-32.80308,26.58772,Lung
-85.387215,5.3037,Skin
-29.139423,-111.787895,Haematopoietic and Lymphoid
64.59408,-31.905804,Peripheral Nervous System
-36.465836,66.28539,Esophagus
-34.714676,30.120712,Esophagus
-67.11529,57.271324,Lung
76.21603,-43.61885,Lung
-89.77973,29.839266,Bone
-43.071156,-8.289608,Breast
-4.4401793,25.733528,Liver
-6.4451804,1.1083035,Kidney
34.41528,-72.580986,Control_HEK293T
20.677002,77.66991,Large Intestine
-8.147933,-6.9383216,Ovary
-1.1418856,53.56462,Large Intestine
-11.145071,60.655075,Esophagus
-7.152207,-9.984485,Bone
43.445324,-45.127296,Large Intestine
0.4870549,-14.256432,Lung
57.003677,-31.30723,Peripheral Nervous System
-14.095223,-5.6811194,Central Nervous System
-23.09787,-9.77351,Kidney
3.2228823,-26.206196,Skin
-74.42108,8.547931,Central Nervous System
-6.7487335,21.76005,Liver
-74.64446,49.83234,Esophagus
-36.19917,-18.691233,Skin
-2.7021234,17.397177,Lung
59.926517,-86.01251,Control_HEK293T
5.5601892,88.31154,Esophagus
-36.87752,94.16727,Skin
13.052867,10.951148,Kidney
-33.228912,-92.21869,Haematopoietic and Lymphoid
8.36656,-117.90911,Haematopoietic and Lymphoid
-8.716498,54.71632,Breast
-30.582996,-106.56631,Haematopoietic and Lymphoid
-4.659642,-4.8061366,Bladder
15.125929,16.982414,Lung
6.778899,-31.83538,Skin
155.63783,27.320427,Control_HEK293T
140.4292,32.835526,Control_HEK293T
137.5286,26.409853,Control_HEK293T
-43.270092,53.723877,Esophagus
-64.64046,1.1050293,Bone
-13.007546,53.230766,Lung
-26.830605,-96.93174,Haematopoietic and Lymphoid
-20.184446,-114.155014,Haematopoietic and Lymphoid
25.867683,-71.67866,Control_HEK293T
-39.702747,32.78085,Ovary
58.510193,-35.567493,Peripheral Nervous System
2.3098397,-113.19725,Haematopoietic and Lymphoid
-11.404411,-8.768444,Thyroid
-40.51161,37.629944,Breast
-17.74495,-95.51259,Haematopoietic and Lymphoid
-43.17668,54.47087,Esophagus
-65.06754,0.7973736,Bone
-13.093159,53.748608,Lung
-26.752989,-97.55105,Haematopoietic and Lymphoid
-20.521412,-114.08746,Haematopoietic and Lymphoid
44.187862,-68.93816,Control_HEK293T
-71.75689,42.082348,Breast
-38.42937,71.16005,Large Intestine
-40.071365,32.585793,Ovary
